date,amount,productCategory,region
2024-05-22,14765,Organic Produce,Pune Rural
2025-12-08,7080,Organic Produce,Bangalore South
2025-05-08,2734,Handmade Crafts,Delhi Old City
2025-06-04,769,Handmade Crafts,Chennai Central
2024-10-30,3791,Organic Produce,Chennai Central
2024-12-09,4826,Street Food,Pune Rural
2024-02-06,14145,Kirana Store,Bangalore South
2024-08-13,13068,Kirana Store,Pune Rural
2025-04-16,3606,Handmade Crafts,Pune Rural
2024-03-28,1522,Kirana Store,Chennai Central
2024-02-06,11821,Kirana Store,Pune Rural
2024-11-21,12332,Organic Produce,Mumbai Suburban
2025-07-09,12226,Handmade Crafts,Pune Rural
2025-12-04,11785,Street Food,Bangalore South
2024-07-18,4764,Local Tailoring,Pune Rural
2024-10-21,5426,Street Food,Mumbai Suburban
2024-04-29,7423,Local Tailoring,Delhi Old City
2025-08-30,10924,Handmade Crafts,Pune Rural
2024-07-22,2849,Organic Produce,Delhi Old City
2024-04-07,13028,Street Food,Pune Rural
2024-06-09,14282,Handmade Crafts,Pune Rural
2025-05-06,1786,Organic Produce,Bangalore South
2024-06-03,10484,Kirana Store,Pune Rural
2024-12-26,6022,Organic Produce,Mumbai Suburban
2025-01-28,510,Local Tailoring,Mumbai Suburban
2025-05-21,11671,Street Food,Pune Rural
2025-08-12,8640,Kirana Store,Mumbai Suburban
2025-03-29,14474,Handmade Crafts,Delhi Old City
2024-03-30,9205,Local Tailoring,Chennai Central
2024-08-31,12192,Handmade Crafts,Chennai Central
2024-09-13,3012,Handmade Crafts,Mumbai Suburban
2025-02-16,10055,Kirana Store,Delhi Old City
2024-12-06,9420,Kirana Store,Mumbai Suburban
2024-12-01,4555,Local Tailoring,Delhi Old City
2025-02-02,8240,Handmade Crafts,Pune Rural
2025-06-18,6589,Kirana Store,Chennai Central
2024-11-27,7318,Organic Produce,Mumbai Suburban
2024-11-01,11316,Handmade Crafts,Mumbai Suburban
2024-12-22,1229,Handmade Crafts,Bangalore South
2024-08-02,3952,Organic Produce,Delhi Old City
2024-12-15,5711,Kirana Store,Mumbai Suburban
2025-07-06,9440,Local Tailoring,Pune Rural
2024-11-07,10651,Handmade Crafts,Delhi Old City
2024-08-15,2755,Organic Produce,Mumbai Suburban
2024-08-17,14635,Local Tailoring,Chennai Central
2024-05-14,10015,Kirana Store,Mumbai Suburban
2025-11-06,6392,Handmade Crafts,Mumbai Suburban
2024-03-11,8482,Kirana Store,Pune Rural
2025-05-04,14019,Kirana Store,Bangalore South
2024-07-12,787,Local Tailoring,Delhi Old City
2024-11-24,1072,Local Tailoring,Delhi Old City
2025-05-21,13895,Organic Produce,Delhi Old City
2024-07-12,4108,Kirana Store,Delhi Old City
2025-03-05,9453,Handmade Crafts,Mumbai Suburban
2024-07-16,5271,Handmade Crafts,Pune Rural
2024-02-04,14733,Organic Produce,Bangalore South
2025-04-14,4407,Local Tailoring,Delhi Old City
2025-09-27,1080,Local Tailoring,Mumbai Suburban
2025-03-10,1312,Kirana Store,Pune Rural
2025-10-12,12520,Local Tailoring,Chennai Central
2025-11-10,3795,Kirana Store,Pune Rural
2024-04-18,6453,Kirana Store,Bangalore South
2025-12-22,13408,Local Tailoring,Bangalore South
2024-02-15,4164,Handmade Crafts,Mumbai Suburban
2024-05-29,9502,Local Tailoring,Pune Rural
2025-09-27,8603,Street Food,Pune Rural
2025-04-02,6627,Organic Produce,Bangalore South
2024-07-06,12767,Kirana Store,Bangalore South
2024-05-20,3785,Handmade Crafts,Pune Rural
2024-12-10,6345,Kirana Store,Delhi Old City
2025-10-16,12288,Organic Produce,Pune Rural
2025-08-04,13949,Kirana Store,Chennai Central
2025-04-23,2435,Local Tailoring,Delhi Old City
2024-07-10,7529,Local Tailoring,Pune Rural
2025-02-08,5288,Local Tailoring,Bangalore South
2025-01-17,9521,Street Food,Mumbai Suburban
2024-07-21,14472,Kirana Store,Bangalore South
2025-01-06,8744,Local Tailoring,Delhi Old City
2024-12-30,5470,Kirana Store,Mumbai Suburban
2024-11-03,5058,Street Food,Pune Rural
2024-04-15,4229,Handmade Crafts,Pune Rural
2024-12-20,3809,Local Tailoring,Pune Rural
2024-08-03,6991,Handmade Crafts,Mumbai Suburban
2025-07-15,2401,Local Tailoring,Delhi Old City
2025-11-07,8286,Street Food,Mumbai Suburban
2025-10-21,5866,Kirana Store,Delhi Old City
2025-04-07,11664,Street Food,Mumbai Suburban
2024-05-04,3966,Handmade Crafts,Pune Rural
2024-01-29,11716,Local Tailoring,Bangalore South
2024-11-23,962,Kirana Store,Mumbai Suburban
2024-09-08,14771,Handmade Crafts,Mumbai Suburban
2025-03-21,11595,Kirana Store,Pune Rural
2024-02-28,8756,Local Tailoring,Bangalore South
2025-04-17,5957,Local Tailoring,Bangalore South
2025-08-15,13697,Kirana Store,Mumbai Suburban
2025-07-21,8802,Kirana Store,Delhi Old City
2025-10-07,12258,Street Food,Mumbai Suburban
2025-03-12,7964,Kirana Store,Mumbai Suburban
2025-12-10,11664,Street Food,Chennai Central
2024-04-19,12747,Street Food,Bangalore South
2024-05-19,7374,Handmade Crafts,Chennai Central
2024-10-31,10942,Street Food,Bangalore South
2024-05-05,2846,Local Tailoring,Delhi Old City
2025-11-16,2208,Kirana Store,Delhi Old City
2024-02-15,4568,Kirana Store,Delhi Old City
2024-02-13,10683,Handmade Crafts,Chennai Central
2024-03-25,8941,Kirana Store,Pune Rural
2025-02-13,8588,Local Tailoring,Delhi Old City
2024-07-16,10770,Street Food,Mumbai Suburban
2024-04-03,4038,Kirana Store,Delhi Old City
2024-06-08,8063,Local Tailoring,Bangalore South
2025-08-25,7940,Handmade Crafts,Mumbai Suburban
2025-09-15,5587,Street Food,Chennai Central
2025-06-28,8053,Local Tailoring,Delhi Old City
2024-10-31,2704,Local Tailoring,Delhi Old City
2025-05-13,7174,Handmade Crafts,Mumbai Suburban
2024-11-07,14021,Street Food,Chennai Central
2025-06-22,8338,Local Tailoring,Pune Rural
2025-01-24,13057,Local Tailoring,Bangalore South
2025-06-16,8615,Organic Produce,Chennai Central
2025-06-23,14849,Local Tailoring,Mumbai Suburban
2025-01-02,6505,Handmade Crafts,Bangalore South
2025-04-10,4143,Street Food,Bangalore South
2025-11-04,4703,Street Food,Mumbai Suburban
2024-08-15,12141,Handmade Crafts,Pune Rural
2025-11-28,6398,Kirana Store,Bangalore South
2024-06-28,1256,Handmade Crafts,Pune Rural
2025-04-18,6971,Local Tailoring,Mumbai Suburban
2024-04-19,10105,Kirana Store,Delhi Old City
2025-02-14,7764,Street Food,Bangalore South
2025-11-04,9100,Organic Produce,Delhi Old City
2025-09-10,7666,Handmade Crafts,Delhi Old City
2024-06-22,7725,Street Food,Mumbai Suburban
2024-09-11,5992,Local Tailoring,Chennai Central
2025-09-19,9250,Street Food,Delhi Old City
2024-08-12,3022,Handmade Crafts,Delhi Old City
2025-02-13,2100,Organic Produce,Pune Rural
2025-08-18,7895,Local Tailoring,Delhi Old City
2025-12-20,10989,Kirana Store,Mumbai Suburban
2024-10-29,2048,Handmade Crafts,Chennai Central
2024-04-22,1539,Handmade Crafts,Bangalore South
2025-07-07,7686,Kirana Store,Mumbai Suburban
2025-05-16,8019,Street Food,Chennai Central
2024-12-14,11998,Street Food,Delhi Old City
2024-07-01,14813,Handmade Crafts,Chennai Central
2025-08-11,10402,Local Tailoring,Bangalore South
2025-09-20,12995,Handmade Crafts,Pune Rural
2025-03-09,8871,Organic Produce,Bangalore South
2025-06-20,3993,Kirana Store,Chennai Central
2025-10-25,4815,Local Tailoring,Mumbai Suburban
2025-05-21,13055,Organic Produce,Mumbai Suburban
2025-06-12,2054,Kirana Store,Pune Rural
2025-07-31,11907,Organic Produce,Chennai Central
2024-05-04,2860,Kirana Store,Chennai Central
2024-12-01,12485,Kirana Store,Delhi Old City
2025-06-14,3594,Kirana Store,Delhi Old City
2024-09-05,13863,Handmade Crafts,Pune Rural
2024-05-23,6635,Local Tailoring,Delhi Old City
2024-09-02,5373,Organic Produce,Bangalore South
2025-02-16,1967,Kirana Store,Bangalore South
2025-05-29,14549,Handmade Crafts,Chennai Central
2024-05-18,4525,Street Food,Delhi Old City
2024-05-26,10605,Street Food,Bangalore South
2025-03-24,3500,Organic Produce,Chennai Central
2024-09-05,1424,Street Food,Delhi Old City
2025-08-11,14025,Organic Produce,Pune Rural
2025-10-09,12450,Organic Produce,Delhi Old City
2024-07-14,5300,Handmade Crafts,Mumbai Suburban
2025-04-12,5349,Kirana Store,Pune Rural
2025-01-08,14763,Local Tailoring,Chennai Central
2024-10-31,8508,Kirana Store,Pune Rural
2025-04-21,5124,Kirana Store,Mumbai Suburban
2024-11-25,4631,Handmade Crafts,Mumbai Suburban
2025-06-29,1149,Organic Produce,Delhi Old City
2024-05-12,7394,Street Food,Chennai Central
2025-09-15,7839,Street Food,Mumbai Suburban
2024-12-29,11053,Street Food,Pune Rural
2024-06-08,5030,Street Food,Mumbai Suburban
2025-10-02,2979,Kirana Store,Bangalore South
2025-12-14,5400,Street Food,Pune Rural
2025-12-28,8022,Street Food,Bangalore South
2024-04-25,14884,Handmade Crafts,Bangalore South
2025-07-04,2775,Handmade Crafts,Bangalore South
2024-02-16,1986,Street Food,Bangalore South
2024-11-09,6247,Kirana Store,Pune Rural
2025-04-09,7094,Handmade Crafts,Chennai Central
2024-05-10,4130,Handmade Crafts,Pune Rural
2024-02-04,14473,Organic Produce,Mumbai Suburban
2025-02-12,7034,Handmade Crafts,Pune Rural
2025-01-18,12290,Handmade Crafts,Delhi Old City
2024-03-25,1135,Handmade Crafts,Chennai Central
2025-05-05,6417,Organic Produce,Delhi Old City
2024-07-13,4302,Handmade Crafts,Bangalore South
2025-10-19,7335,Handmade Crafts,Chennai Central
2024-01-27,8712,Street Food,Bangalore South
2025-04-14,11432,Organic Produce,Delhi Old City
2025-01-22,4712,Handmade Crafts,Pune Rural
2024-02-18,7955,Kirana Store,Delhi Old City
2024-04-06,14401,Organic Produce,Chennai Central
2025-10-21,7040,Organic Produce,Bangalore South
2024-11-09,9943,Kirana Store,Pune Rural
2024-10-23,13309,Organic Produce,Pune Rural
2024-11-13,12955,Local Tailoring,Bangalore South
2025-09-06,9567,Local Tailoring,Pune Rural
2025-06-12,12689,Organic Produce,Mumbai Suburban
2025-05-11,6524,Organic Produce,Pune Rural
2024-02-03,11987,Local Tailoring,Bangalore South
2024-10-19,7312,Handmade Crafts,Delhi Old City
2024-04-24,2258,Kirana Store,Pune Rural
2025-11-22,9138,Street Food,Mumbai Suburban
2024-08-26,13620,Kirana Store,Mumbai Suburban
2025-08-06,13588,Kirana Store,Delhi Old City
2024-05-26,3751,Organic Produce,Bangalore South
2024-02-08,13195,Handmade Crafts,Chennai Central
2024-06-02,3028,Kirana Store,Delhi Old City
2025-03-21,11779,Organic Produce,Delhi Old City
2024-09-22,5194,Street Food,Chennai Central
2025-07-19,14620,Handmade Crafts,Bangalore South
2025-09-04,13333,Local Tailoring,Delhi Old City
2025-04-21,13894,Street Food,Bangalore South
2024-05-04,11975,Street Food,Mumbai Suburban
2024-02-04,11261,Organic Produce,Chennai Central
2024-03-01,775,Organic Produce,Chennai Central
2025-08-07,4581,Street Food,Pune Rural
2025-02-09,14234,Handmade Crafts,Mumbai Suburban
2025-03-25,5120,Handmade Crafts,Pune Rural
2025-09-13,14182,Handmade Crafts,Delhi Old City
2025-06-14,6208,Local Tailoring,Pune Rural
2025-11-26,5452,Handmade Crafts,Pune Rural
2024-03-17,7133,Handmade Crafts,Pune Rural
2024-03-25,701,Handmade Crafts,Chennai Central
2024-07-28,6769,Handmade Crafts,Delhi Old City
2025-06-05,6341,Kirana Store,Mumbai Suburban
2024-07-29,6014,Kirana Store,Pune Rural
2025-10-16,13302,Organic Produce,Bangalore South
2025-07-22,12487,Organic Produce,Bangalore South
2025-06-13,9115,Street Food,Pune Rural
2025-08-07,14493,Kirana Store,Bangalore South
2025-04-06,1596,Street Food,Chennai Central
2024-04-03,12782,Street Food,Pune Rural
2025-03-09,4474,Handmade Crafts,Delhi Old City
2024-11-01,13333,Street Food,Mumbai Suburban
2025-09-10,11196,Kirana Store,Delhi Old City
2024-04-06,5144,Organic Produce,Bangalore South
2025-06-09,5059,Kirana Store,Mumbai Suburban
2025-07-16,12626,Local Tailoring,Pune Rural
2024-03-19,10437,Handmade Crafts,Mumbai Suburban
2024-10-26,12407,Kirana Store,Mumbai Suburban
2025-03-22,12949,Street Food,Delhi Old City
2024-09-16,14652,Street Food,Bangalore South
2024-03-29,10787,Local Tailoring,Pune Rural
2024-02-18,7418,Handmade Crafts,Chennai Central
2025-12-29,11537,Street Food,Pune Rural
2025-08-15,14388,Kirana Store,Pune Rural
2024-12-22,8930,Street Food,Bangalore South
2024-04-03,12478,Organic Produce,Chennai Central
2025-11-22,10851,Handmade Crafts,Chennai Central
2025-08-15,14886,Street Food,Mumbai Suburban
2025-05-30,10283,Local Tailoring,Bangalore South
2025-01-29,588,Organic Produce,Mumbai Suburban
2025-09-02,11635,Street Food,Chennai Central
2024-02-07,14282,Handmade Crafts,Mumbai Suburban
2024-01-28,4339,Organic Produce,Delhi Old City
2024-05-25,1097,Street Food,Bangalore South
2024-10-14,4158,Organic Produce,Pune Rural
2024-08-15,13377,Local Tailoring,Mumbai Suburban
2024-07-17,5480,Local Tailoring,Delhi Old City
2025-05-28,13655,Local Tailoring,Mumbai Suburban
2025-03-02,12366,Local Tailoring,Chennai Central
2025-06-06,7154,Organic Produce,Delhi Old City
2024-06-28,4561,Kirana Store,Chennai Central
2025-10-03,2934,Street Food,Mumbai Suburban
2024-03-12,7897,Handmade Crafts,Mumbai Suburban
2024-04-05,9677,Organic Produce,Mumbai Suburban
2025-11-07,556,Local Tailoring,Delhi Old City
2024-10-17,1558,Local Tailoring,Mumbai Suburban
2024-11-04,14986,Street Food,Pune Rural
2025-10-21,1931,Kirana Store,Chennai Central
2025-08-24,10940,Street Food,Mumbai Suburban
2025-03-19,5714,Local Tailoring,Bangalore South
2024-11-29,1447,Organic Produce,Bangalore South
2025-09-23,5661,Local Tailoring,Bangalore South
2025-01-07,6755,Local Tailoring,Mumbai Suburban
2025-07-30,7481,Organic Produce,Pune Rural
2024-07-23,9770,Organic Produce,Pune Rural
2025-04-26,10151,Organic Produce,Mumbai Suburban
2025-01-12,6348,Organic Produce,Pune Rural
2024-05-10,5295,Kirana Store,Mumbai Suburban
2024-03-03,5751,Street Food,Mumbai Suburban
2024-11-29,1519,Kirana Store,Chennai Central
2025-05-05,6023,Kirana Store,Mumbai Suburban
2025-06-10,9458,Kirana Store,Bangalore South
2025-02-25,8734,Kirana Store,Mumbai Suburban
2025-03-10,4895,Kirana Store,Chennai Central
2024-04-05,10550,Kirana Store,Delhi Old City
2024-05-23,12565,Street Food,Bangalore South
2024-06-16,8932,Kirana Store,Pune Rural
2025-02-09,6608,Organic Produce,Chennai Central
2025-11-06,4335,Kirana Store,Mumbai Suburban
2024-01-31,10804,Kirana Store,Bangalore South
2025-07-12,9101,Organic Produce,Bangalore South
2025-05-15,9191,Local Tailoring,Bangalore South
2025-01-21,11775,Organic Produce,Pune Rural
2024-12-30,9536,Organic Produce,Bangalore South
2025-01-15,5918,Organic Produce,Bangalore South
2024-03-11,6274,Street Food,Mumbai Suburban
2024-01-28,1581,Kirana Store,Delhi Old City
2025-10-21,2943,Organic Produce,Bangalore South
2024-12-23,2601,Handmade Crafts,Delhi Old City
2025-06-12,1558,Handmade Crafts,Pune Rural
2024-09-11,3355,Street Food,Chennai Central
2025-03-31,8661,Organic Produce,Bangalore South
2024-02-06,1234,Organic Produce,Chennai Central
2024-02-18,5885,Kirana Store,Bangalore South
2024-10-06,12129,Local Tailoring,Chennai Central
2025-06-03,11197,Local Tailoring,Delhi Old City
2024-12-18,3073,Kirana Store,Delhi Old City
2024-07-06,11234,Street Food,Chennai Central
2025-12-11,6608,Organic Produce,Pune Rural
2025-06-23,6789,Handmade Crafts,Bangalore South
2025-06-22,7493,Organic Produce,Pune Rural
2025-06-02,2043,Handmade Crafts,Mumbai Suburban
2025-04-17,12601,Handmade Crafts,Bangalore South
2024-03-02,1130,Kirana Store,Chennai Central
2024-01-22,6179,Organic Produce,Bangalore South
2025-11-21,6703,Local Tailoring,Bangalore South
